key,angle_degrees,psnr,ssim,model_inference_ms
000294,0,25.536325305951483,0.3558990075953612,47.752399997989414
000295,0,25.06018856444074,0.3464312028737778,32.38889999920502
000301,0,29.193439265979087,0.8896226365625187,35.149100000126055
000314,0,35.734396225522126,0.8515008396787643,36.57720000046538
000320,0,21.785000791744643,0.6432186654722002,34.57989999878919
000323,0,28.34843533166338,0.8312197573499233,34.62500000023283
000325,0,31.149687872168105,0.9170902763724574,43.98629999923287
000333,0,25.835427687823078,0.7651401975744143,30.778700001974357
000339,0,33.85809075655041,0.9008674677392841,33.14439999667229
000349,0,26.035342503522124,0.701633705450812,33.7863999993715
000355,0,14.605730727828268,0.3062212540708906,33.51919999840902
000364,0,24.999494876521897,0.7617044342807732,34.08289999788394
000366,0,28.554658885051364,0.842422166040957,35.61640000043553
000391,0,34.52150544241447,0.8958195502800942,33.57770000002347
000397,0,25.184779639645292,0.328436003824516,31.453700001293328
000398,0,22.176515319165407,0.2245171051430364,32.00730000025942
000401,0,30.756211855089003,0.7743897949752807,34.49380000165547
000410,0,34.56114666527077,0.8656263865456582,32.73730000000796
000414,0,21.45778068491503,0.5968753290404807,34.957700001541525
000423,0,29.9386177487016,0.6740145337073896,43.01649999979418
000428,0,27.767353519648424,0.881556381275326,32.27369999876828
000432,0,30.01653930068263,0.8475443867203831,34.364900002401555
000437,0,31.698055901122693,0.8891388828027844,36.6954999990412
000438,0,31.901548542144333,0.8894208400935009,31.3851999999315
000440,0,27.621379280519793,0.7648608583869003,34.37339999800315
000442,0,31.070176883762237,0.8539340687950403,34.762100000079954
000446,0,28.818454588757135,0.783546614562735,35.72610000264831
000450,0,31.17881935119935,0.8421669631385207,34.812900001270464
000456,0,24.935419181754316,0.5990234354406652,31.963199999154313
000458,0,23.846023322845312,0.6730152167596808,31.773300001077587
000459,0,23.975629892772304,0.6785054899035082,33.27279999939492
000462,0,35.056664603232434,0.9468789255555868,34.65860000142129
000485,0,33.090845690669106,0.825566800794594,38.46499999781372
000490,0,25.00597294411877,0.795040244066026,44.52480000327341
000491,0,25.68355555020133,0.8116736679893918,33.6304000011296
000494,0,24.172237567169734,0.27682842834078336,45.323000002099434
000499,0,23.48270005345644,0.6528636975345715,37.18579999986105
000503,0,26.22207003894776,0.6606806233944853,33.934399998543086
000515,0,16.98498113206469,0.5730772247351306,31.525200000032783
000525,0,30.642388755739255,0.6486391401851177,33.41709999949671
000528,0,32.463802344952526,0.8785332853859364,31.74560000115889
000533,0,23.056874261637958,0.6573864454634212,32.11150000061025
000534,0,23.50651510580921,0.725604085937494,30.940799999370938
000535,0,23.789894835008994,0.7357241880259727,34.69069999846397
000545,0,28.61177578507576,0.8755049368312061,30.650800003058976
000555,0,31.651808335830644,0.8529070168805718,34.36340000189375
000562,0,22.20037245013597,0.5427590521240551,34.416200000123354
000564,0,31.476210261793902,0.8230830059732739,35.35019999981159
000604,0,22.231325988183677,0.8464858305906579,33.124199999292614
000633,0,29.923354103184824,0.8201371990050152,35.00440000061644
000641,0,20.29786274823247,0.40164814202368937,32.14270000171382
000642,0,20.149160792266706,0.41429844267321403,51.6289000006509
000661,0,32.56734486740429,0.7352080682911872,34.28680000070017
000667,0,33.40828144055092,0.9814747267039194,33.774899999116315
000669,0,27.53994603692385,0.6787917349145152,32.18420000121114
000675,0,25.83942353398905,0.8347066242092848,31.06879999904777
000687,0,29.024037226399088,0.8006017269641011,31.437400000868365
000689,0,26.0603926369507,0.8844307793949172,45.199399999546586
000690,0,25.336234712425885,0.8546057921492457,29.47410000342643
000706,0,20.2743075449203,0.2735188475956876,32.920000001468
000707,0,20.5869767119195,0.2808697146449714,34.556299997348106
000718,0,20.30718399581358,0.7594637186054289,33.81029999945895
000721,0,26.77881526368495,0.906812291867462,34.43719999995665
000732,0,21.910131667749695,0.6657190577671036,38.32409999813535
000735,0,24.390643513664823,0.429645760118207,34.34420000121463
000746,0,32.55256461785011,0.719888411960423,30.50470000016503
000749,0,25.30696844669945,0.7410953396143317,40.38170000058017
000752,0,29.551418817472424,0.6806281990403459,36.545299997669645
000760,0,24.201751014242582,0.2960498587918468,30.972100001235958
000764,0,20.355438147631304,0.7674707649800535,38.52100000221981
000778,0,22.362992964903974,0.48979213674949756,33.7041999991925
000781,0,30.3240982178164,0.7592610505773966,32.17690000019502
