key,input_height,input_width,output_height,output_width,size_group,psnr,ssim,inference_time_ms
001413,128,128,256,256,128x128_to_256x256,19.44817197703686,0.6640691214926513,0.2614999993966194
001420,128,128,256,256,128x128_to_256x256,21.682906160610138,0.5575971745294137,0.16030000006139744
001442,128,128,256,256,128x128_to_256x256,23.835831764036115,0.6419430286988477,0.12939999942318536
001465,128,128,256,256,128x128_to_256x256,23.666381995319643,0.49918810433853067,0.13410000065050554
001499,128,128,256,256,128x128_to_256x256,24.24118334604254,0.5675288885167762,0.1508999994257465
001505,128,128,256,256,128x128_to_256x256,25.03349628610415,0.6779617941306848,0.14969999938330147
001507,128,128,256,256,128x128_to_256x256,26.58361117413536,0.7057887630605809,0.14850000115984585
001508,128,128,256,256,128x128_to_256x256,19.870830953354787,0.4807240513678065,0.14339999870571773
001513,128,128,256,256,128x128_to_256x256,24.57932798087638,0.7296371174249092,0.1399000011588214
001524,128,128,256,256,128x128_to_256x256,26.8632682921696,0.8566777947372975,0.14910000027157366
001526,128,128,256,256,128x128_to_256x256,27.541979372540673,0.6411182567243882,0.13519999993150122
001527,128,128,256,256,128x128_to_256x256,26.282238040400227,0.5651993521699784,0.12989999959245324
001528,128,128,256,256,128x128_to_256x256,20.57128748137226,0.424867344733596,0.12740000056510326
001530,128,128,256,256,128x128_to_256x256,25.131695371691812,0.48211273368064406,0.13020000005781185
001532,128,128,256,256,128x128_to_256x256,24.183563909821167,0.3479282416142169,0.13729999955103267
001534,128,128,256,256,128x128_to_256x256,25.44964729185883,0.6187075243275333,0.15469999925699085
001540,128,128,256,256,128x128_to_256x256,20.295082181182952,0.287189043103974,0.21610000112559646
001544,128,128,256,256,128x128_to_256x256,23.813925304971516,0.773344448278308,0.13639999997394625
001545,128,128,256,256,128x128_to_256x256,29.489094136469486,0.8009217216889187,0.18459999955666717
001550,128,128,256,256,128x128_to_256x256,25.80717030074137,0.5752362164120339,0.12869999955000822
